race_id,id,name,source_name,is_incumbent,party,img_url,color
5056,10034,Mike Frost,MIKE FROST,False,,,#32AB34
5056,10260,Gary Newkirk,GARY NEWKIRK,False,,,#F8BD0E
5057,10044,Benjamin Tyler Bebee,BENJAMIN TYLER BEBEE,False,,,#32AB34
5057,10101,Michael Villar,MICHAEL VILLAR,False,,,#F8BD0E
5063,9922,Jim Cunneen,JIM CUNNEEN,False,,,#C7084D
5063,10010,Mai Khanh Tran,MAI KHANH TRAN,False,,,#dc2e07
5063,10141,Glenn Grandis,GLENN GRANDIS,False,,,#1096bf
5063,10195,Ted Bui,TED BUI,False,,,#F8BD0E
5063,10317,Cheryl Brothers,*CHERYL BROTHERS,True,,,#32AB34
5063,10356,Tom Nguyen,TOM NGUYEN,False,,,#e47300
5063,10361,Mary Pham,MARY PHAM,False,,,#8e67a0
5071,9886,Fred Jung,FRED JUNG,False,,,#F8BD0E
5071,10189,Andrew Cho,ANDREW CHO,False,,,#32AB34
5072,9914,Chuck Sargeant,CHUCK SARGEANT,False,,,#1096bf
5072,10162,Nick Dunlap,NICK DUNLAP,False,,,#F8BD0E
5072,10206,Mackenzie Chang,MACKENZIE CHANG,False,,,#32AB34
5072,10221,Faisal Qazi,FAISAL QAZI,False,,,#C7084D
5074,10033,Aaruni Thakur,AARUNI THAKUR,False,,,#32AB34
5074,10271,Bruce Whitaker,BRUCE WHITAKER,False,,,#F8BD0E
5081,10098,Steve Jones,*STEVE JONES,True,,,#F8BD0E
5081,10133,Donald Taylor,DONALD TAYLOR,False,,,#1096bf
5081,10175,Phat Bui,PHAT BUI,False,,,#32AB34
5081,10326,Duy Nguyen,DUY NGUYEN,False,,,#C7084D
5085,9968,John R. O'Neill,*JOHN R. O'NEILL,True,,,#F8BD0E
5085,10215,Julie Diep,JULIE DIEP,False,,,#32AB34
5088,10004,Stephanie Klopfenstein,*STEPHANIE KLOPFENSTEIN,True,,,#32AB34
5088,10345,Robert Tucker,ROBERT TUCKER,False,,,#F8BD0E
5089,9936,Kim Bernice Nguyen,*KIM BERNICE NGUYEN,True,,,#32AB34
5089,10344,Huan C. Nguyen,HUAN C. NGUYEN,False,,,#32AB34
5091,9838,Dan Kalmick,DAN KALMICK,False,,,#8e67a0
5091,9962,Sonya Green,SONYA GREEN,False,,,#C7084D
5091,10026,Amory Hanson,AMORY HANSON,False,,,#1096bf
5091,10093,Natalie Moser,NATALIE MOSER,False,,,#c18bda
5091,10154,John Briscoe,JOHN BRISCOE,False,,,#32AB34
5091,10168,"Eric ""Silk"" Silkenson","ERIC ""SILK"" SILKENSON",False,,,#F6881F
5091,10177,Thomas Matthew Laparne,THOMAS MATTHEW LAPARNE,False,,,#dc2e07
5091,10183,Gracey Van Der Mark,GRACEY VAN DER MARK,False,,,#5E5F8F
5091,10188,Jeff Morin,JEFF MORIN,False,,,#67331f
5091,10192,Brian Burley,BRIAN BURLEY,False,,,#F8BD0E
5091,10232,Oscar D. Rodriguez,OSCAR D. RODRIGUEZ,False,,,#a5d604
5091,10255,Tito Ortiz,TITO ORTIZ,False,,,#7EB0B2
5091,10275,Casey Mckeon,CASEY MCKEON,False,,,#0e80a4
5091,10357,Matthew Harper,MATTHEW HARPER,False,,,#e47300
5091,10368,William Billy O'Connell,WILLIAM BILLY O'CONNELL,False,,,#326CA6
5093,10207,Robin Estanislau,*ROBIN ESTANISLAU,True,,,#32AB34
5094,10127,Alisa Backstrom,ALISA BACKSTROM,False,,,#32AB34
5101,9884,Farrah N. Khan,FARRAH N. KHAN,False,,,#C7084D
5101,9893,Christina L. Shea,*CHRISTINA L. SHEA,True,,,#1096bf
5101,10096,Katherine Daigle,KATHERINE DAIGLE,False,,,#32AB34
5101,10289,Luis Huang,LUIS HUANG,False,,,#F8BD0E
5102,9885,Tammy Kim,TAMMY KIM,False,,,#0e80a4
5102,9892,Mark Newgent,MARK NEWGENT,False,,,#c18bda
5102,9912,Lauren Johnson-Norris,LAUREN JOHNSON-NORRIS,False,,,#5E5F8F
5102,9924,Christina Dillard,CHRISTINA DILLARD,False,,,#1096bf
5102,10023,Abigail K. Pole,ABIGAIL K. POLE,False,,,#a5d604
5102,10171,Mike Carroll,*MIKE CARROLL,True,,,#C7084D
5102,10180,John Park,JOHN PARK,False,,,#7EB0B2
5102,10219,Carrie O'Malley,CARRIE O'MALLEY,False,,,#326CA6
5102,10235,Hai Yang Liang,HAI YANG LIANG,False,,,#67331f
5102,10348,Laura Bratton,LAURA BRATTON,False,,,#F8BD0E
5102,10355,Diana Jiang,DIANA JIANG,False,,,#dc2e07
5102,10360,Dylan Green,DYLAN GREEN,False,,,#8e67a0
5102,10365,Anshul Garg,ANSHUL GARG,False,,,#e47300
5102,10367,Larry Agran,LARRY AGRAN,False,,,#32AB34
5111,10038,George Weiss,GEORGE WEISS,False,,,#1096bf
5111,10140,Larry Nokes,LARRY NOKES,False,,,#C7084D
5111,10277,Bob Whalen,*BOB WHALEN,True,,,#e47300
5111,10296,Steve Dicterow,*STEVE DICTEROW,True,,,#32AB34
5111,10300,Ruben Flores,RUBEN FLORES,False,,,#F8BD0E
5113,10031,Ann Marie Mckay,ANN MARIE MCKAY,False,,,#32AB34
5113,10164,Mariann Tracy,MARIANN TRACY,False,,,#F8BD0E
5114,10295,Laura Parisi,*LAURA PARISI,True,,,#32AB34
5118,10116,Bill Hunt,BILL HUNT,False,,,#F8BD0E
5118,10152,Janine Heft,*JANINE HEFT,True,,,#32AB34
5118,10329,Nick Wood,NICK WOOD,False,,,#C7084D
5121,9894,Rischi Paul Sharma,RISCHI PAUL SHARMA,False,,,#5E5F8F
5121,9970,Kelly Jennings,KELLY JENNINGS,False,,,#1096bf
5121,9974,Sandy Rains,*SANDY RAINS,True,,,#dc2e07
5121,10051,Sherry Astrella,SHERRY ASTRELLA,False,,,#32AB34
5121,10247,Michael Harvey Fair,MICHAEL HARVEY FAIR,False,,,#C7084D
5121,10283,Stephanie Oddo,STEPHANIE ODDO,False,,,#8e67a0
5121,10334,Shani Moslehi,SHANI MOSLEHI,False,,,#e47300
5121,10337,John Dhaliwal,JOHN DHALIWAL,False,,,#F8BD0E
5125,9938,Noel Hatch,*NOEL HATCH,True,,,#F8BD0E
5125,10016,Shari L Horne,*SHARI L HORNE,True,,,#C7084D
5125,10047,Cynthia Conners,*CYNTHIA CONNERS,True,,,#32AB34
5125,10074,Judith P. Troutman,JUDITH P. TROUTMAN,False,,,#e47300
5125,10089,Kathryn Robbins,KATHRYN ROBBINS,False,,,#1096bf
5131,10114,Steve Simonian,STEVE SIMONIAN,False,,,#e47300
5131,10210,Peter Cruz,PETER CRUZ,False,,,#32AB34
5131,10211,Michael Navarro,MICHAEL NAVARRO,False,,,#C7084D
5131,10245,Tim Shaw,*TIM SHAW,True,,,#1096bf
5131,10336,Rose Espinoza,*ROSE ESPINOZA,True,,,#F8BD0E
5135,10184,Lori Berger,LORI BERGER,False,,,#32AB34
5135,10237,Richa Sharma,RICHA SHARMA,False,,,#e47300
5135,10315,Louise M Robertson,LOUISE M ROBERTSON,False,,,#1096bf
5135,10331,Doug Cirbo,DOUG CIRBO,False,,,#F8BD0E
5135,10376,Chris Mcdonald,CHRIS MCDONALD,False,,,#C7084D
5135,10380,Nick Tanner,NICK TANNER,False,,,#8e67a0
5139,10013,Robert Pequeno,ROBERT PEQUENO,False,,,#1096bf
5139,10050,Jeannette J. Nadal,JEANNETTE J. NADAL,False,,,#C7084D
5139,10242,Larissa Clark,LARISSA CLARK,False,,,#32AB34
5139,10258,Frank Wagoner,FRANK WAGONER,False,,,#e47300
5139,10390,Shane Jones,SHANE JONES,False,,,#F8BD0E
5141,9993,Taylor H.w. Quan,TAYLOR H.W. QUAN,False,,,#e47300
5141,10124,Marshall Goodman,*MARSHALL GOODMAN,True,,,#1096bf
5141,10194,Mark I. Waldman,MARK I. WALDMAN,False,,,#8e67a0
5141,10217,Emanuel Aparicio,EMANUEL APARICIO,False,,,#32AB34
5141,10282,Debbie Baker,DEBBIE BAKER,False,,,#F8BD0E
5141,10349,April Kamilah Bagasao Bautista,APRIL KAMILAH BAGASAO BAUTISTA,False,,,#C7084D
5151,10024,Tanya Doby,TANYA DOBY,False,,,#32AB34
5151,10262,Dean Grose,DEAN GROSE,False,,,#F8BD0E
5152,10297,Kate Hallman,KATE HALLMAN,False,,,#F8BD0E
